0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
-50.0;5;50
-50.0;5;50
-50.0;6;50
-50.0;6;50
-50.0;7;50
-50.0;7;50
-50.0;8;50
-50.0;8;50
-50.0;9;50
-50.0;9;50
-50.0;10;50
-50.0;10;50
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
-50.0;5;50
-50.0;5;50
-50.0;6;50
-50.0;6;50
-50.0;7;50
-50.0;7;50
-50.0;8;50
-50.0;8;50
-50.0;9;50
-50.0;9;50
-50.0;10;50
-50.0;10;50
-50.0;11;50
-50.0;11;50
-50.0;12;50
-50.0;12;50
-50.0;13;50
-50.0;13;50
-50.0;14;50
-50.0;14;50
-50.0;15;50
-50.0;15;50
-50.0;16;50
-50.0;16;50
-50.0;17;50
-50.0;17;50
-50.0;18;50
-50.0;18;50
-50.0;19;50
-50.0;19;50
-50.0;20;50
-50.0;20;50
-50.0;11;50
-50.0;11;50
-50.0;12;50
-50.0;12;50
-50.0;13;50
-50.0;13;50
-50.0;14;50
-50.0;14;50
-50.0;15;50
-50.0;15;50
-50.0;16;50
-50.0;16;50
-50.0;17;50
-50.0;17;50
-50.0;18;50
-50.0;18;50
-50.0;19;50
-50.0;19;50
-50.0;20;50
-50.0;20;50
-50.0;21;50
-50.0;21;50
-50.0;22;50
-50.0;22;50
-50.0;23;50
-50.0;23;50
-50.0;24;50
-50.0;24;50
-50.0;25;50
-50.0;25;50
-50.0;26;50
-50.0;26;50
-50.0;27;50
-50.0;27;50
-50.0;28;50
-50.0;28;50
-50.0;29;50
-50.0;29;50
-50.0;30;50
-50.0;30;50
-50.0;21;50
-50.0;21;50
-50.0;22;50
-50.0;22;50
-50.0;23;50
-50.0;23;50
-50.0;24;50
-50.0;24;50
-50.0;25;50
-50.0;25;50
-50.0;26;50
-50.0;26;50
-50.0;27;50
-50.0;27;50
-50.0;28;50
-50.0;28;50
-50.0;29;50
-50.0;29;50
-50.0;30;50
-50.0;30;50
-50.0;31;50
-50.0;31;50
-50.0;32;50
-50.0;32;50
-50.0;33;50
-50.0;33;50
-50.0;34;50
-50.0;34;50
-50.0;35;50
-50.0;35;50
-50.0;36;50
-50.0;36;50
-50.0;37;50
-50.0;37;50
-50.0;38;50
-50.0;38;50
-50.0;39;50
-50.0;39;50
-50.0;40;50
-50.0;40;50
-50.0;31;50
-50.0;31;50
-50.0;32;50
-50.0;32;50
-50.0;33;50
-50.0;33;50
-50.0;34;50
-50.0;34;50
-50.0;35;50
-50.0;35;50
-50.0;36;50
-50.0;36;50
-50.0;37;50
-50.0;37;50
-50.0;38;50
-50.0;38;50
-50.0;39;50
-50.0;39;50
-50.0;40;50
-50.0;40;50
-50.0;41;50
-50.0;41;50
-50.0;42;50
-50.0;42;50
-50.0;43;50
-50.0;43;50
